	515rcbc9	515rcbc8	515rcbc19	515rcbc18	515rcbc37	515rcbc10	515rcbc35	515rcbc34	515rcbc33	515rcbc32	515rcbc17	515rcbc16	515rcbc11	515rcbc36	515rcbc13	515rcbc12	515rcbc15	515rcbc14	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31
515rcbc11	0.277038258237	0.318577606405	0.256202513379	0.327709487404	0.25273718373	0.255902063607	0.369468204941	0.338014716164	0.268738881447	0.241477539782	0.307712313487	0.244739782245	0.0	0.426148175863	0.295642764994	0.371039281027	0.352484582092	0.293904018161	0.269340423766	0.333158987956	0.276848704139	0.262940881089	0.332715393635	0.296199683507	0.3714022231	0.269717278323	0.30027176913	0.309058126633	0.355572616444	0.269092494973
515rcbc36	0.491964446309	0.489396610738	0.433538825814	0.53274444889	0.441242412887	0.443573423548	0.546647782215	0.537013907271	0.478102351294	0.439100908837	0.495558972645	0.432198254668	0.426148175863	0.0	0.502823234614	0.418299054622	0.542669336618	0.488689932886	0.439438286602	0.529938091254	0.49811316755	0.436386958342	0.518305115426	0.496222376995	0.572928990876	0.477280736826	0.537555975231	0.4954686217	0.547997013846	0.398718067165
515rcbc13	0.283721957121	0.376398047725	0.287378733912	0.264509781911	0.291929305858	0.283091191618	0.339064929577	0.272581754229	0.301870668031	0.323341290623	0.277465325543	0.304371688437	0.295642764994	0.502823234614	0.0	0.377605595713	0.287530684474	0.263773875783	0.272607896494	0.27305345576	0.260327553866	0.27809528257	0.259837241522	0.384285868281	0.286750732101	0.264309799666	0.27661747017	0.273617629994	0.326059744167	0.334175375626
515rcbc12	0.413307108736	0.435629368141	0.357885747899	0.449261701414	0.372152430467	0.350214948203	0.445961080532	0.460148815546	0.434078122284	0.373705843838	0.425921857522	0.387743016877	0.371039281027	0.418299054622	0.377605595713	0.0	0.469183252087	0.413706813068	0.3275630047	0.414803245128	0.387157622467	0.327603812891	0.452198103684	0.463410627498	0.467994383688	0.359936065403	0.429335348557	0.442375808403	0.46239189916	0.363229573575
515rcbc15	0.342969399559	0.382685852399	0.350821142857	0.279206110965	0.312454743709	0.338741337011	0.390038906984	0.268403214775	0.288411869532	0.382346150723	0.23338312187	0.364000160289	0.352484582092	0.542669336618	0.287530684474	0.469183252087	0.0	0.313274058582	0.316167495826	0.288458564274	0.293799603994	0.352184946094	0.265593554696	0.384467699873	0.32389700292	0.28546475793	0.30917124173	0.293032942794	0.345517524614	0.378521953255
515rcbc14	0.286676828859	0.375198120805	0.308300363572	0.271669740915	0.284227786421	0.301230027328	0.385336242841	0.286136489374	0.253204787154	0.345381277517	0.281250546016	0.268891338544	0.293904018161	0.488689932886	0.263773875783	0.413706813068	0.313274058582	0.0	0.288425591338	0.310830615483	0.237864125328	0.28334960223	0.259891778271	0.35105635603	0.316954175944	0.272400019468	0.272520920013	0.272672727069	0.338785356861	0.338757785095
515rcbc20	0.299601090688	0.355281700401	0.254381295352	0.291188700733	0.241702861335	0.252166772324	0.342467117891	0.323938297802	0.281761719058	0.290905116444	0.269612287145	0.290647528209	0.269340423766	0.439438286602	0.272607896494	0.3275630047	0.316167495826	0.288425591338	0.0	0.302614540902	0.257124595312	0.250979717852	0.288180197677	0.378364330545	0.331873416117	0.235085275459	0.306242265119	0.294410148525	0.333045212525	0.278399232053
515rcbc21	0.344135081568	0.381503309011	0.32398681399	0.273021196867	0.323705620872	0.314597407943	0.375447825292	0.312858620729	0.298728412097	0.344714716778	0.283337312187	0.356248855015	0.333158987956	0.529938091254	0.27305345576	0.414803245128	0.288458564274	0.310830615483	0.302614540902	0.0	0.279440507786	0.335640227399	0.298342968935	0.391478647439	0.301771374085	0.270832470785	0.298861242511	0.296286554758	0.348979262468	0.367961552588
515rcbc22	0.292713746717	0.352518925894	0.26402270265	0.265804598662	0.285743927964	0.279516070234	0.369393987793	0.306154127926	0.257076655518	0.318383483891	0.280806179111	0.303953043562	0.276848704139	0.49811316755	0.260327553866	0.387157622467	0.293799603994	0.237864125328	0.257124595312	0.279440507786	0.0	0.275917921467	0.272585188512	0.35444090301	0.294007541806	0.247213507211	0.282484816054	0.28652329777	0.341900463927	0.301724007432
515rcbc23	0.267727112851	0.351245182191	0.271599806949	0.310654885589	0.248519309764	0.258746692623	0.355899279966	0.33271777963	0.295873025461	0.305452103535	0.307965381669	0.272596514813	0.262940881089	0.436386958342	0.27809528257	0.327603812891	0.352184946094	0.28334960223	0.250979717852	0.335640227399	0.275917921467	0.0	0.327716935773	0.36663419907	0.360583068421	0.271599855736	0.300433102147	0.304066894276	0.338735051948	0.291336857642
515rcbc24	0.287166683024	0.371542510455	0.307315382233	0.231010250528	0.284685053381	0.322851362834	0.347666634925	0.212769117839	0.256276878456	0.358433588526	0.216691576721	0.322163417085	0.332715393635	0.518305115426	0.259837241522	0.452198103684	0.265593554696	0.259891778271	0.288180197677	0.298342968935	0.272585188512	0.327716935773	0.0	0.379938568567	0.263453125326	0.276298327615	0.249505360554	0.257355233836	0.294403907774	0.34865168455
515rcbc25	0.386108004646	0.318578625115	0.372761180377	0.376365267559	0.346994009943	0.354418010033	0.479810212876	0.395502646544	0.314105551839	0.31555556806	0.37062500134	0.319164650874	0.296199683507	0.496222376995	0.384285868281	0.463410627498	0.384467699873	0.35105635603	0.378364330545	0.391478647439	0.35444090301	0.36663419907	0.379938568567	0.0	0.440136705686	0.368155591621	0.362619665552	0.371934880491	0.42189624128	0.363537752413
515rcbc26	0.308376540369	0.411006193969	0.331588927349	0.258617826087	0.340430524982	0.335694381271	0.286693949666	0.247819969064	0.304627809365	0.385756381104	0.304157113696	0.351923402128	0.3714022231	0.572928990876	0.286750732101	0.467994383688	0.32389700292	0.316954175944	0.331873416117	0.301771374085	0.294007541806	0.360583068421	0.263453125326	0.440136705686	0.0	0.304546815875	0.273689013378	0.297454387625	0.276293455046	0.398039279066
515rcbc27	0.292126566649	0.356435889542	0.263955272373	0.258059698215	0.257885960776	0.2582737686	0.317765400529	0.286081633472	0.258619393219	0.313257668475	0.249198564274	0.304660133584	0.269717278323	0.477280736826	0.264309799666	0.359936065403	0.28546475793	0.272400019468	0.235085275459	0.270832470785	0.247213507211	0.271599855736	0.276298327615	0.368155591621	0.304546815875	0.0	0.269400036153	0.261093455815	0.310150559644	0.298372053422
515rcbc28	0.251884121793	0.365711564555	0.293612832776	0.268628311037	0.300626542178	0.290304866221	0.342387244314	0.266856907414	0.260306688963	0.32632831165	0.27212586052	0.294613767696	0.30027176913	0.537555975231	0.27661747017	0.429335348557	0.30917124173	0.272520920013	0.306242265119	0.298861242511	0.282484816054	0.300433102147	0.249505360554	0.362619665552	0.273689013378	0.269400036153	0.0	0.267494513266	0.274016644586	0.36081155189
515rcbc29	0.273858918568	0.352377935123	0.282674187675	0.243915629989	0.275901874747	0.293536474359	0.32462315	0.253627383333	0.278168977815	0.347409883333	0.245290610184	0.305136132831	0.309058126633	0.4954686217	0.273617629994	0.442375808403	0.293032942794	0.272672727069	0.294410148525	0.296286554758	0.28652329777	0.304066894276	0.257355233836	0.371934880491	0.297454387625	0.261093455815	0.267494513266	0.0	0.287732110924	0.333351075459
515rcbc30	0.268160732728	0.380058826603	0.327317109244	0.272831601754	0.316739575984	0.304952509148	0.296871657283	0.269497437395	0.337168915798	0.346355931513	0.284243431518	0.336914923863	0.355572616444	0.547997013846	0.326059744167	0.46239189916	0.345517524614	0.338785356861	0.333045212525	0.348979262468	0.341900463927	0.338735051948	0.294403907774	0.42189624128	0.276293455046	0.310150559644	0.274016644586	0.287732110924	0.0	0.385999819335
515rcbc31	0.318387895822	0.332800590498	0.258814373003	0.357366053009	0.279179201925	0.264132542811	0.393530438703	0.362365788175	0.310057904897	0.26525122852	0.323962003339	0.276189903916	0.269092494973	0.398718067165	0.334175375626	0.363229573575	0.378521953255	0.338757785095	0.278399232053	0.367961552588	0.301724007432	0.291336857642	0.34865168455	0.363537752413	0.398039279066	0.298372053422	0.36081155189	0.333351075459	0.385999819335	0.0
