	sequences per sample	iteration	515rcbc12	515rcbc30	515rcbc15	515rcbc28	515rcbc25	515rcbc14	515rcbc31	515rcbc24	515rcbc22	515rcbc34	515rcbc23	515rcbc26	515rcbc29	515rcbc35	515rcbc10	515rcbc27	515rcbc17	515rcbc33	515rcbc19	515rcbc16	515rcbc32	515rcbc37	515rcbc13	515rcbc18	515rcbc9	515rcbc11	515rcbc21	515rcbc8	515rcbc36	515rcbc20
alpha_rarefaction_423_0.txt	423	0	52.67327	45.03438	46.36744	50.06738	41.75745	44.47135	44.02259	47.6552	48.58955	46.55517	54.80287	47.01284	52.08992	44.64352	45.37716	50.96659	45.35691	49.7355	50.59791	46.46581	44.33467	51.05835	47.75125	52.60115	46.84705	49.88129	52.28494	45.9239	43.26252	50.06364
alpha_rarefaction_423_1.txt	423	1	57.32766	44.51177	45.16723	47.00832	42.24373	48.37842	48.2266	47.88135	49.11101	48.11581	50.40993	45.36474	52.20855	43.13389	45.33708	45.11405	48.0306	48.76733	51.53099	45.47909	45.98508	47.70881	52.04234	48.61884	46.03319	46.01763	50.00662	42.47319	39.93356	48.34126
alpha_rarefaction_423_2.txt	423	2	52.203	49.96835	49.33113	48.57154	40.77343	50.15229	45.69534	48.09521	51.08061	49.0343	50.89291	43.35831	51.23801	39.49351	43.54976	47.37502	45.54339	45.95177	49.34335	48.05838	46.79705	50.42816	48.32222	51.49624	46.50315	44.84912	47.79536	47.60998	40.72188	51.76643
alpha_rarefaction_423_3.txt	423	3	51.46935	47.60749	49.00329	51.06842	41.73489	51.13327	46.71929	49.07473	50.72372	45.36324	49.31185	46.19773	50.63809	43.97465	45.75913	45.58869	49.25506	48.82972	48.55424	45.33308	45.01561	48.90206	45.75162	49.88405	48.44185	49.55058	49.24513	48.38677	39.44586	50.39301
alpha_rarefaction_423_4.txt	423	4	54.25285	46.08778	47.50368	46.45272	43.88996	45.76723	50.61131	46.68033	49.67639	46.79282	50.56645	43.75782	50.54138	46.1209	47.0258	48.27067	46.19818	43.57174	50.2386	47.13341	48.01433	54.33241	52.18151	48.35986	50.79398	43.98201	51.23117	47.33953	41.29846	52.65621
alpha_rarefaction_423_5.txt	423	5	54.60519	48.26875	47.5848	49.56679	44.21133	49.9332	44.26499	45.52971	48.59844	49.16697	51.85951	42.48007	51.604	41.26409	46.79826	49.90548	47.48348	47.0987	49.50049	48.62493	46.50154	53.48757	50.20525	46.44948	51.30431	48.58601	50.53055	49.70167	37.35685	51.46089
alpha_rarefaction_423_6.txt	423	6	54.95778	47.68914	46.32962	47.12061	47.24807	52.09518	48.51636	49.20164	49.96759	47.00059	48.52668	47.85532	51.02628	40.58241	47.1125	46.93952	46.46427	46.26559	51.37546	48.08101	40.34135	52.35238	46.6085	51.25038	47.53263	48.60568	48.70624	47.7661	38.98071	48.37297
alpha_rarefaction_423_7.txt	423	7	52.91283	51.44	42.21575	51.46126	46.18926	50.20686	47.20137	46.64068	50.26345	48.55737	48.08491	48.1805	49.25825	42.6872	44.57651	47.74936	44.99668	48.86649	51.26679	46.32692	44.46158	50.41994	47.23285	49.42948	44.24202	48.0121	49.71359	47.75483	38.90118	48.70533
alpha_rarefaction_423_8.txt	423	8	52.43989	49.06936	42.38561	50.5014	44.31659	50.97076	43.67083	47.12803	47.12622	47.92835	50.85279	48.67847	46.28829	41.33316	46.20925	49.77757	45.55485	46.7494	49.39692	48.64673	43.25559	48.65979	49.05937	50.47896	47.54225	47.59037	47.25303	47.6762	42.46892	51.92207
alpha_rarefaction_423_9.txt	423	9	52.38615	46.81174	41.29028	51.1756	46.12249	49.00457	47.1256	44.20988	47.56779	47.75422	48.87806	44.92366	51.60346	43.41166	46.51048	45.72452	47.49364	43.83238	48.99105	48.28793	42.94002	49.20959	49.44362	50.42506	48.81405	47.68197	48.98708	48.20454	40.32015	48.13849
alpha_rarefaction_482_0.txt	482	0	57.52615	49.11362	46.64859	53.66756	48.56527	48.69162	50.10267	49.55291	51.61151	50.67642	54.42075	47.41904	56.22809	48.85901	47.75129	56.1612	46.71946	49.82652	57.5187	50.14402	46.69648	51.45149	55.10003	51.17503	53.90731	49.00833	52.14886	48.4303	40.68545	53.06681
alpha_rarefaction_482_1.txt	482	1	58.20964	48.24585	47.70756	48.44202	46.67153	52.09763	46.79213	52.47896	50.63909	51.47085	53.24127	51.01803	54.88889	47.89284	49.94932	53.30585	49.17373	46.06573	52.05135	51.40478	45.51584	54.21444	52.95699	54.52206	51.96406	53.26252	49.75249	50.7984	44.81958	53.67336
alpha_rarefaction_482_2.txt	482	2	58.83005	47.06682	48.03557	52.87102	46.62736	52.56776	51.17439	49.40813	54.40474	52.70683	53.49113	48.44035	53.86673	48.28984	48.05834	50.21652	48.92946	54.08168	52.51443	49.9337	49.91085	53.57837	54.85681	52.47521	50.17285	49.419	53.17297	50.46249	45.57347	54.77354
alpha_rarefaction_482_3.txt	482	3	56.58874	46.83126	49.98619	54.38784	43.55022	53.39602	48.89855	50.19386	53.86585	54.9895	51.13762	47.30054	56.26724	49.84884	47.22714	50.97933	51.07283	46.16968	51.16115	52.42485	51.45852	54.41963	49.58023	52.67396	52.55844	47.07492	53.35933	46.60131	44.53482	50.24147
alpha_rarefaction_482_4.txt	482	4	58.50404	51.36342	52.67915	50.13148	46.10795	53.16444	48.2268	49.64314	50.83123	49.78562	52.08748	51.50532	55.54513	47.09998	51.43984	52.75392	52.65487	50.50179	53.9476	48.75267	44.91462	55.52913	51.13783	53.70928	53.8682	50.45442	50.1571	49.30512	45.02889	55.35847
alpha_rarefaction_482_5.txt	482	5	60.49006	47.31872	50.14496	51.53752	46.54853	54.41412	48.19294	51.74351	51.89473	50.65297	56.44404	51.80555	53.03756	46.29092	50.21468	52.15798	49.76605	46.73793	54.96276	48.97716	45.73207	58.67433	50.07727	53.82469	54.9681	49.75347	55.13761	49.60278	45.88458	56.0222
alpha_rarefaction_482_6.txt	482	6	57.76032	50.91617	47.27601	53.19188	47.04228	52.56653	48.20856	52.40492	53.52271	49.56725	54.82339	52.43685	49.93769	48.0156	47.95046	50.93942	52.59472	49.36419	53.59154	47.20757	48.84914	50.7379	53.56514	53.56933	51.78592	51.76028	52.80805	50.99146	44.10469	55.185
alpha_rarefaction_482_7.txt	482	7	57.01422	51.3175	49.78502	51.27264	44.28933	50.27954	49.65104	50.30913	52.52473	50.80678	56.24862	48.90825	54.42605	47.70784	46.35059	52.51086	49.36478	49.25364	52.32808	51.69821	50.23516	56.63627	48.64558	55.14908	51.57265	48.40166	47.72449	51.56919	41.50285	55.06
alpha_rarefaction_482_8.txt	482	8	62.96229	51.73029	49.12527	50.21521	49.31634	55.1523	48.31247	54.90143	50.49579	49.81902	54.71598	49.72838	53.81018	48.4732	51.02153	51.45506	52.72611	47.23057	55.45551	47.91271	47.03956	51.82033	54.7263	52.53329	50.66574	52.93886	53.22235	49.50319	42.36355	52.36391
alpha_rarefaction_482_9.txt	482	9	60.59048	49.01013	53.48599	52.02761	48.4473	53.71328	51.91615	49.64781	51.18811	49.10433	53.44822	48.51281	52.71516	49.79228	49.46018	54.57274	51.80565	47.20327	49.34864	50.70564	47.05217	53.45008	53.18525	52.86139	52.04788	50.77738	53.12132	48.10369	43.58347	53.19979
alpha_rarefaction_541_0.txt	541	0	65.36045	52.71084	52.13405	57.08857	49.77037	54.27567	50.31072	54.58729	58.29836	50.89154	55.46678	50.04669	54.79368	49.43833	52.00301	53.78318	54.49883	52.27227	57.29838	52.23503	51.3739	56.32038	55.9806	55.16907	52.70725	57.53737	54.00831	51.63365	48.04513	57.09696
alpha_rarefaction_541_1.txt	541	1	64.91444	54.06199	51.79735	57.95227	50.13819	58.12489	53.24308	55.20769	60.98697	52.25678	57.26373	53.23085	52.7048	52.93645	51.72499	55.22371	55.18158	56.30042	55.98384	54.55431	50.34185	59.12147	52.48273	57.15624	56.26917	53.94676	54.06348	53.39158	43.31408	55.22081
alpha_rarefaction_541_2.txt	541	2	60.64619	49.28837	52.10176	55.06871	51.48134	59.40043	52.30689	54.49673	53.88832	52.68237	55.66788	56.16168	58.84738	48.62081	49.95853	53.13443	50.07889	50.52119	57.36607	53.27413	48.71561	57.74259	57.7919	57.14722	55.35144	51.55223	53.88624	54.7118	45.77768	55.93357
alpha_rarefaction_541_3.txt	541	3	60.85141	54.38981	55.10187	54.32764	49.0184	58.67919	50.44134	55.07231	55.78371	53.84125	57.68	53.70843	58.68433	49.91059	51.76468	53.57939	54.88436	50.12457	61.88241	54.08958	50.66521	60.67656	55.14521	56.3046	52.90424	54.03309	59.70671	56.27198	48.06327	56.86399
alpha_rarefaction_541_4.txt	541	4	65.1784	51.62616	52.03709	55.03129	51.85821	57.34359	51.95466	53.83786	50.38379	53.86572	56.0628	51.5627	57.21981	47.80025	55.20278	53.29101	53.79981	53.61792	57.86774	49.15479	49.57513	56.96191	54.64592	55.15296	53.22786	55.4249	56.6076	52.51535	43.11328	57.23828
alpha_rarefaction_541_5.txt	541	5	60.13023	53.98927	58.05293	59.34973	47.66592	58.93925	50.86984	55.71133	57.69973	53.43642	54.33976	51.78294	56.71449	47.91532	54.19326	56.76373	55.8975	57.57259	56.29429	54.95842	48.09844	56.7288	58.44394	56.11834	53.94248	54.9975	55.14974	54.42616	44.51269	56.70325
alpha_rarefaction_541_6.txt	541	6	63.89786	51.32438	55.89799	56.78192	47.23907	57.12176	49.02595	56.36027	53.92607	53.01159	54.62798	53.11274	57.78361	50.58978	50.9686	55.48666	51.97103	52.44743	56.26272	56.89564	50.70466	58.59127	58.87225	54.33884	53.50762	52.07496	55.04964	52.13302	44.76774	56.95823
alpha_rarefaction_541_7.txt	541	7	60.32081	53.32533	52.54862	56.71312	50.79012	56.29847	50.22803	58.95733	56.41848	51.97605	56.80711	51.28231	55.01009	49.58448	51.56863	54.60128	52.35049	53.52441	55.42002	54.74468	49.5102	58.09829	53.81761	56.83777	51.6202	50.64173	56.74426	54.11104	43.51345	55.34609
alpha_rarefaction_541_8.txt	541	8	63.68524	54.31113	49.58125	55.31396	49.42688	58.06955	54.78614	55.93157	57.99691	50.75405	60.29418	50.35134	56.95853	48.08852	50.37758	55.28233	51.13654	51.04181	55.79454	53.61484	53.43882	56.94206	54.55528	56.11878	56.12659	56.55223	56.84056	54.20318	46.60002	56.0565
alpha_rarefaction_541_9.txt	541	9	62.16695	50.17292	52.6474	53.57091	50.98064	57.20149	52.9025	54.64541	54.52338	54.08485	58.16543	55.21524	57.36414	49.47806	48.91037	57.97422	53.12791	53.29124	58.90497	52.75045	52.00213	59.61761	53.69011	55.02259	53.84368	58.29225	57.44435	57.72748	43.50025	57.39387
alpha_rarefaction_600_0.txt	600	0	64.661	56.2	54.41898	57.75221	53.15064	61.68834	55.64262	54.06296	56.07481	55.66798	61.27134	55.8902	61.01204	53.36336	56.34316	57.82105	58.15133	54.78668	58.1649	54.15966	52.41911	59.33288	60.54056	58.6188	58.07575	60.49183	57.57455	55.30197	46.19653	59.78255
alpha_rarefaction_600_1.txt	600	1	62.63303	52.78856	55.3583	59.09007	55.53593	56.8149	56.59128	61.17675	54.895	56.35928	61.94428	52.37645	59.58877	53.23966	54.6949	57.67755	55.48374	54.81543	61.096	54.37941	54.3492	59.54888	54.47386	59.23093	61.06592	58.6101	62.06461	59.34694	48.04926	58.60249
alpha_rarefaction_600_2.txt	600	2	63.80111	56.877	56.79541	60.98118	53.49572	61.71179	56.11999	59.8538	57.9343	58.99457	59.57205	52.85675	60.01395	54.61051	53.74924	59.1101	59.34994	59.87412	59.25407	56.45066	55.4343	58.89808	62.64465	59.25326	55.61476	57.14533	54.92618	55.78988	49.37687	59.58683
alpha_rarefaction_600_3.txt	600	3	67.36403	55.59948	52.95373	61.14778	52.82268	60.12526	56.97747	54.60663	56.76168	57.57502	58.44553	51.91025	59.46262	52.99154	52.50724	60.93161	55.81929	57.15391	56.41342	55.88048	51.04073	59.79516	57.31897	60.36137	57.05406	56.37359	60.90657	55.50645	52.27363	58.97684
alpha_rarefaction_600_4.txt	600	4	68.66557	55.98972	56.48415	58.54319	52.09222	60.45485	55.3908	57.50233	59.31717	52.62524	63.5414	54.41482	60.1517	56.6319	50.19333	58.94077	53.6575	57.21332	60.56908	53.22148	53.72599	59.79151	53.76624	61.74092	55.4603	55.81287	56.30877	52.78505	44.99679	59.48166
alpha_rarefaction_600_5.txt	600	5	62.65565	57.44894	58.25625	57.54963	52.44095	59.49144	51.81939	55.16647	56.93736	58.835	57.25055	54.04974	59.88619	51.59689	54.49886	58.28459	60.88831	52.90837	61.42838	59.34632	52.16194	61.09105	56.23749	60.14262	57.93742	51.67642	57.15434	56.98265	49.64425	59.40348
alpha_rarefaction_600_6.txt	600	6	66.67431	53.58639	55.77161	56.90129	51.78477	60.31949	56.86323	57.68717	59.92884	58.80177	63.89699	55.42271	61.86066	53.45803	56.05151	54.93449	54.09141	54.95978	60.38563	56.84271	52.86905	60.92768	58.24225	60.73986	54.66292	56.3168	59.22359	56.51589	49.42458	58.89917
alpha_rarefaction_600_7.txt	600	7	68.54456	55.57916	55.74785	60.4355	55.75784	59.95751	56.67364	59.13592	57.32908	58.36319	61.92252	54.86713	60.91062	51.17742	56.38396	60.80047	54.0209	54.34263	60.86296	53.95477	52.90593	58.20908	54.826	59.97388	59.13025	54.98991	57.8642	61.11068	47.80539	58.30285
alpha_rarefaction_600_8.txt	600	8	64.99442	55.09433	61.87076	60.15429	50.554	60.24367	55.37168	58.08455	59.68561	54.63814	60.55697	55.76813	60.32438	54.58257	52.0298	57.86754	56.28503	54.83496	61.04016	58.13817	51.89442	60.32676	62.14534	55.61764	59.31757	54.56528	60.39163	59.81995	48.88885	59.76008
alpha_rarefaction_600_9.txt	600	9	67.63562	52.98	54.60435	60.95402	50.83072	57.36203	50.90987	57.09015	60.23574	59.12167	63.51853	56.79351	59.79874	52.7557	55.69567	58.79476	58.55391	55.31131	59.78357	55.69496	55.40877	58.75966	58.3041	59.68796	57.25725	57.81714	57.08726	53.54162	49.51024	59.89528
