	sequences per sample	iteration	515rcbc12	515rcbc30	515rcbc15	515rcbc28	515rcbc25	515rcbc14	515rcbc31	515rcbc24	515rcbc22	515rcbc34	515rcbc23	515rcbc26	515rcbc29	515rcbc35	515rcbc10	515rcbc27	515rcbc17	515rcbc33	515rcbc19	515rcbc16	515rcbc32	515rcbc37	515rcbc13	515rcbc18	515rcbc9	515rcbc11	515rcbc21	515rcbc8	515rcbc36	515rcbc20
alpha_rarefaction_423_4.txt	423	4	1156.67647059	804.848484848	795.23255814	900.551724138	888.129032258	649.5	1061.3030303	836.090909091	842.097560976	654.813953488	806.840909091	723.363636364	1041.44117647	1055.89655172	731.565217391	917.405405405	878.171428571	901.0	1085.94117647	940.058823529	975.676470588	1167.66666667	762.87755102	929.162162162	962.416666667	803.923076923	687.434782609	762.525	668.777777778	668.222222222
alpha_rarefaction_423_5.txt	423	5	1174.56756757	785.538461538	1118.84	827.657894737	1039.83333333	1236.5	703.763157895	1100.4	823.512195122	567.807692308	1170.9375	612.23255814	969.081081081	899.615384615	943.75	956.166666667	857.176470588	996.625	959.902439024	1317.28571429	809.41025641	835.956521739	739.071428571	877.384615385	1030.0	1063.5	777.826086957	908.4	603.0	665.538461538
alpha_rarefaction_423_6.txt	423	6	1551.625	951.2	926.736842105	685.125	805.2	1045.03225806	895.275	909.0	1054.82352941	724.526315789	803.875	739.80952381	754.375	733.774193548	854.5	670.608695652	933.666666667	1027.7	985.025641026	1192.12903226	669.756756757	1044.10810811	772.0	1051.73684211	830.135135135	865.5	769.046511628	1355.84	715.0	620.56
alpha_rarefaction_423_7.txt	423	7	1153.77777778	903.333333333	672.325	789.684210526	936.5	1160.11111111	778.456521739	958.607142857	1061.55882353	799.977272727	629.6	657.731707317	1095.7	709.666666667	790.717948718	826.625	1122.75	1118.03703704	1004.75675676	995.103448276	674.386363636	1134.17142857	641.222222222	1092.62068966	757.756756757	962.451612903	666.538461538	1002.36363636	541.157894737	750.65
alpha_rarefaction_423_8.txt	423	8	909.956521739	844.0	614.65	771.153846154	802.941176471	868.108108108	1005.11538462	859.459459459	871.161290323	938.516129032	825.642857143	784.783783784	952.757575758	589.7	737.875	869.219512195	905.935483871	846.5	1074.18181818	1169.51724138	713.902439024	836.069767442	788.538461538	860.636363636	665.642857143	820.642857143	695.27027027	939.027027027	812.5	720.222222222
alpha_rarefaction_423_9.txt	423	9	1098.67567568	1084.24	712.428571429	1061.5	856.0	820.625	852.837837838	763.71875	1125.03703704	755.575	855.609756098	749.5	1074.18181818	761.757575758	1115.27586207	798.294117647	857.125	1038.04	986.0	795.875	681.170731707	703.058823529	759.534883721	1035.79411765	1103.1	1217.5	829.333333333	890.052631579	779.0	617.352941176
alpha_rarefaction_482_0.txt	482	0	1453.48648649	1012.36363636	769.065217391	1332.93333333	889.394736842	883.783783784	1050.53846154	928.027777778	913.11627907	972.902439024	1019.26315789	1042.0	1311.29411765	1093.13793103	859.522727273	953.765957447	880.157894737	1175.22222222	1114.87804878	949.923076923	816.2	869.357142857	918.0	965.538461538	1065.25	883.384615385	829.636363636	861.630434783	772.037037037	688.528301887
alpha_rarefaction_482_1.txt	482	1	1692.4516129	818.894736842	990.5625	849.45	707.4	972.028571429	871.384615385	654.125	752.0	873.651162791	801.06	793.522727273	1079.14634146	781.052631579	761.784313725	871.346938776	1143.55172414	888.394736842	931.5625	1109.8	826.675675676	1082.83333333	794.632653061	852.56	881.871794872	1061.73684211	816.069767442	1140.0	791.0	845.522727273
alpha_rarefaction_482_2.txt	482	2	1214.32608696	688.765957447	1118.16129032	1006.56756757	964.8	820.523809524	902.466666667	834.0	948.317073171	983.162162162	893.046511628	1017.375	847.957446809	700.666666667	913.756756757	805.255319149	826.636363636	814.02	933.162790698	936.227272727	844.5	883.5	917.738095238	852.56	727.346938776	992.025641026	996.571428571	1076.39473684	720.666666667	675.684210526
alpha_rarefaction_482_3.txt	482	3	1496.77419355	720.25	960.717948718	851.066666667	788.0	906.021276596	942.0	817.146341463	1229.8	912.12244898	1138.375	852.028571429	955.88372093	958.0	857.028571429	874.651162791	1162.96551724	736.622222222	829.12	928.0	1005.15	1172.67647059	801.318181818	702.105263158	760.784313725	806.024390244	871.346938776	758.375	716.558823529	695.666666667
alpha_rarefaction_482_4.txt	482	4	1359.71794872	907.088235294	1008.15	920.294117647	945.75	903.756756757	895.534883721	915.142857143	802.782608696	968.0	984.7	1490.43478261	1234.44117647	923.947368421	815.5	844.108695652	834.282608696	1099.7	1043.875	687.875	806.277777778	917.92	810.893617021	1068.24324324	1033.88571429	968.078947368	1031.15625	1188.68421053	861.037037037	798.770833333
alpha_rarefaction_482_5.txt	482	5	1659.53125	720.12244898	1168.67647059	1052.77777778	932.625	1107.8	1024.21621622	1006.52777778	961.375	930.027777778	1142.07894737	997.405405405	1228.11764706	1017.78571429	860.0	835.489795918	832.4	809.552631579	1051.38297872	984.558139535	711.734693878	944.52	677.06	976.857142857	1035.48648649	1357.10714286	955.977272727	1057.45945946	579.024390244	686.677966102
alpha_rarefaction_482_6.txt	482	6	1316.525	937.552631579	927.090909091	1037.36363636	777.857142857	981.341463415	1046.88571429	1174.79411765	1285.88888889	1030.15625	863.591836735	851.717391304	894.317073171	939.823529412	702.477272727	856.117647059	1001.52941176	1089.94117647	1186.56756757	874.071428571	983.9375	867.0	1078.22857143	964.47826087	884.926829268	1073.525	828.333333333	1128.52941176	673.5	704.220338983
alpha_rarefaction_482_7.txt	482	7	1315.525	700.666666667	815.553191489	871.5	803.024390244	754.222222222	808.714285714	991.026315789	951.027027027	820.523809524	937.466666667	774.272727273	1095.41666667	802.108108108	788.75	941.47826087	817.069767442	1071.27777778	791.375	1014.025	1061.83783784	1053.0	681.446808511	1026.53488372	844.857142857	908.634146341	738.255319149	1164.77777778	543.365853659	711.241935484
alpha_rarefaction_482_8.txt	482	8	1296.32608696	973.294117647	869.348837209	828.692307692	938.275	1253.0	860.0	1212.82352941	914.825	783.826086957	875.6	1032.17647059	872.902439024	942.823529412	864.5	742.0	915.825	823.625	1055.25	990.375	820.146341463	859.522727273	896.279069767	961.375	1093.02777778	1171.66666667	918.0	879.071428571	754.161290323	706.596491228
alpha_rarefaction_482_9.txt	482	9	1302.81818182	722.25	1014.0	790.638297872	827.568181818	1011.5	1078.41025641	826.692307692	1236.90322581	942.275	1151.08571429	885.783783784	1094.41666667	1087.94117647	968.277777778	968.022222222	945.153846154	798.108108108	1250.17647059	1277.72413793	832.657894737	912.520833333	838.333333333	900.565217391	876.219512195	1023.24390244	740.018181818	943.275	735.117647059	683.654545455
alpha_rarefaction_541_0.txt	541	0	1615.85714286	875.0	1026.51219512	925.264150943	1015.6	995.826086957	829.333333333	886.022222222	1101.95833333	1140.42857143	834.181818182	935.4	1155.07142857	787.024390244	810.117647059	877.660377358	875.23255814	999.318181818	1081.24528302	1185.23684211	1007.07894737	1156.06818182	808.042553191	993.5	954.022222222	1146.76595745	782.466666667	912.0	632.068181818	713.850746269
alpha_rarefaction_541_1.txt	541	1	1356.54901961	916.717391304	939.023809524	1124.5	823.8	943.245283019	1054.8372093	975.88372093	1232.06818182	735.72	900.058823529	1002.02631579	889.918367347	905.0	1014.07894737	1006.55319149	991.645833333	1077.05263158	1170.8372093	1138.92307692	959.523809524	1003.875	851.0	933.8	1068.48837209	1184.16666667	843.882352941	1084.46666667	625.621621622	803.175438596
alpha_rarefaction_541_2.txt	541	2	1452.0	893.926829268	1104.62162162	942.282608696	974.4	1213.5	989.234042553	976.56	847.25	832.285714286	926.826086957	996.375	1043.07843137	766.571428571	1109.59375	911.333333333	817.893617021	928.222222222	936.0	922.12244898	832.636363636	1033.0	948.62	1053.875	1068.07142857	1075.25	940.108695652	1125.40425532	679.216216216	723.5
alpha_rarefaction_541_3.txt	541	3	1171.7254902	978.272727273	1076.83783784	861.717391304	1052.18421053	968.56097561	1037.66666667	931.0	890.357142857	1132.0	980.306122449	768.172413793	1093.25531915	1182.9375	940.568181818	881.346938776	997.826086957	1084.83333333	1299.95652174	1028.36585366	845.222222222	1203.81818182	951.5	1008.19607843	786.471698113	960.06122449	1175.34090909	1094.25531915	674.238095238	798.267857143
alpha_rarefaction_541_4.txt	541	4	1479.95744681	840.6875	1263.57142857	994.25	827.936170213	942.0	1140.92307692	1048.25641026	873.609756098	862.717391304	796.833333333	865.725490196	1057.35714286	889.56097561	1105.02380952	881.565217391	939.020408163	1117.65	1071.56	1112.66666667	1084.88571429	870.684210526	838.87755102	1094.12	887.788461538	1066.0	908.4	960.317073171	760.5	847.773584906
alpha_rarefaction_541_5.txt	541	5	1170.13207547	959.418604651	1020.25531915	962.903846154	825.622222222	861.622641509	915.021276596	1016.15789474	946.5625	1012.44186047	989.026315789	934.023809524	863.2	874.636363636	965.5	1203.81395349	1186.23684211	1070.04255319	1118.1875	852.732142857	865.568181818	1170.56097561	884.0	1194.25	1033.0	1115.97826087	707.948275862	1025.66666667	716.027027027	748.322033898
alpha_rarefaction_541_6.txt	541	6	1322.91836735	866.23255814	888.153846154	1138.66666667	833.282608696	1448.71875	1299.03225806	974.25	926.06122449	725.305084746	842.659574468	1099.36585366	960.944444444	946.5	664.701754386	994.108695652	1118.68292683	983.609756098	1127.87755102	1475.29411765	946.5	1263.59574468	949.294117647	1015.25531915	825.234042553	839.12	877.352941176	1023.85714286	660.275	795.178571429
alpha_rarefaction_541_7.txt	541	7	1432.93478261	871.630434783	880.346938776	931.0	948.227272727	953.590909091	722.157894737	1065.32608696	902.058823529	818.960784314	1154.90243902	1041.48648649	1126.65	835.0	856.125	1044.15384615	1047.25641026	1165.21875	1416.33333333	1063.02222222	1087.32352941	1071.28571429	793.019230769	1071.05882353	883.80952381	986.976744186	849.7	1074.34883721	664.486486486	784.0
alpha_rarefaction_541_8.txt	541	8	1086.16666667	881.083333333	872.4375	908.306122449	918.021276596	924.0	1028.44897959	1030.39473684	864.684210526	1040.55263158	1327.11627907	974.538461538	1059.8372093	797.108695652	794.018518519	1130.02325581	957.418604651	775.75	1179.58333333	791.0	934.108695652	1013.89361702	676.438596491	950.263157895	981.418604651	1115.46666667	962.418604651	963.12244898	646.923076923	669.353846154
alpha_rarefaction_541_9.txt	541	9	1314.13333333	1158.90625	971.372093023	942.886363636	947.227272727	851.132075472	893.133333333	1152.65789474	827.442307692	971.204081633	906.58490566	731.789473684	1349.27777778	813.136363636	739.12244898	1030.85714286	785.0	876.32	1136.1875	948.733333333	1177.5625	1039.5	651.428571429	1001.77272727	1120.5	1087.63636364	1100.34090909	995.113207547	586.434782609	783.666666667
alpha_rarefaction_600_0.txt	600	0	1673.36585366	959.903846154	1079.14285714	929.078431373	834.442307692	1036.6	1278.90243902	904.734693878	1010.91836735	1202.94736842	1044.10909091	1037.46808511	1205.0	1182.67647059	1194.75	1105.80769231	1097.0	1055.35714286	1126.96078431	1089.24528302	792.01754386	984.949152542	953.454545455	1217.23809524	998.888888889	1306.22222222	1046.22222222	1039.82	737.428571429	868.344827586
alpha_rarefaction_600_1.txt	600	1	1466.2826087	924.021276596	881.0	1073.32608696	1064.33333333	1081.92307692	939.06122449	1027.51851852	926.25	906.734693878	903.044776119	866.529411765	1069.3125	863.56	884.018181818	869.245901639	737.272727273	1280.27027027	1522.275	1200.3125	817.016949153	1153.12244898	835.178571429	977.196721311	1131.52	1048.0	1071.68518519	1162.14583333	796.363636364	726.408450704
alpha_rarefaction_600_2.txt	600	2	1513.44680851	1220.12195122	1123.22727273	941.549019608	1566.46428571	989.375	1397.28571429	1128.93617021	864.092307692	1187.06666667	946.428571429	918.0	1069.38297872	810.368421053	927.204081633	965.52	1077.02222222	1262.56097561	998.655737705	1247.21276596	974.692307692	956.471698113	1039.78947368	1206.5	991.019607843	1127.33333333	777.610169492	1247.31707317	842.263157895	667.585365854
alpha_rarefaction_600_3.txt	600	3	1692.13333333	955.020408163	803.166666667	1010.68518519	854.170212766	890.909090909	1212.46666667	832.178571429	918.4	927.631578947	849.781818182	801.267857143	1232.79069767	1128.33333333	796.75	1081.10909091	959.185185185	1060.22	1059.6	1156.44897959	895.518518519	942.114754098	1013.66666667	839.692307692	1205.17073171	1146.12244898	952.428571429	980.654545455	1131.03846154	737.253521127
alpha_rarefaction_600_4.txt	600	4	1822.06976744	929.12244898	961.245283019	795.101694915	763.175438596	851.948275862	887.454545455	1165.48837209	931.018181818	788.051724138	1039.78947368	751.322033898	1086.32608696	1320.88571429	737.734693878	1026.61538462	911.58490566	1374.55263158	1438.15	1025.4	1067.02439024	1212.81395349	661.5	1252.2	909.4	1431.25	899.948275862	1077.25	783.5	782.838235294
alpha_rarefaction_600_5.txt	600	5	1194.13207547	960.196078431	1055.32	970.765957447	951.192307692	1136.40425532	1086.46666667	875.684210526	968.103448276	1055.38297872	1001.93617021	831.178571429	908.898305085	882.022222222	1015.09756098	847.095238095	1308.22222222	939.568181818	1248.88888889	1117.52941176	768.82	1492.39473684	764.758064516	1094.27272727	914.4	938.8	912.442307692	1026.69230769	1121.0	719.868421053
alpha_rarefaction_600_6.txt	600	6	1844.2195122	922.021276596	1100.8125	1064.66666667	995.936170213	1002.91836735	947.557692308	1051.38636364	979.528301887	975.528301887	947.417910448	909.571428571	1316.27272727	891.9375	830.101694915	889.018181818	717.327868852	1322.37142857	968.164179104	1126.28571429	1120.23809524	1096.04255319	914.115384615	1467.6097561	995.571428571	1113.78846154	1010.88888889	1238.06818182	1012.90625	749.142857143
alpha_rarefaction_600_7.txt	600	7	1729.4	916.25	937.92	1021.25531915	891.052631579	1070.5	1164.07142857	1141.0	911.381818182	886.684210526	1281.73809524	759.482758621	1195.1	927.11627907	851.775862069	1042.6	807.654545455	1064.65116279	1009.13432836	972.058823529	963.8125	1181.0	853.769230769	1066.36538462	997.4375	1020.36842105	977.788461538	1250.7826087	901.583333333	825.4
alpha_rarefaction_600_8.txt	600	8	1364.11111111	906.058823529	1224.0	1058.4	1314.0	878.132075472	1278.25641026	1063.38297872	977.25862069	1100.76315789	1055.32	1296.875	1320.07142857	1021.47727273	1038.6875	1139.5	958.245283019	1073.46808511	1028.15789474	950.406779661	989.902439024	1156.35849057	1049.90384615	991.084745763	1388.13513514	1170.26315789	955.701754386	1210.20833333	918.0	805.887096774
alpha_rarefaction_600_9.txt	600	9	1834.90243902	928.826086957	992.272727273	1019.61538462	1065.7173913	949.319148936	946.319148936	920.166666667	953.017241379	941.981132075	1233.0212766	1205.775	1156.45652174	1136.83783784	1050.32	1124.13636364	1482.97297297	1092.13953488	1080.67241379	1070.78431373	780.901639344	1152.60869565	820.318181818	1100.51724138	842.355932203	1162.375	831.2	1026.0	887.108108108	706.28
